,Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap
4560,IPMLF,IMPERIAL METALS CORP,Pink Current,1.3925,-23.6986,100,Foreign Ordinary Shares,Canada,British Columbia,
4561,NCMBF,GOLDON RESOURCES LTD ORD,Pink Current,0.134,,0,Foreign Ordinary Shares,Canada,British Columbia,
4562,ZMRK,ZALEMARK HOLDING CO INC,Pink Current,0.0018,,0,Common Stock,Canada,Ontario,
4563,GPLDF,GREAT PANTHER MINING LTD,Pink Current,0.042,-23.6364,394635,Foreign Ordinary Shares,Canada,British Columbia,
4564,WTCZF,COPPER LAKE RES LTD ORD,Pink Current,0.0541,,0,Foreign Ordinary Shares,Canada,British Columbia,
4565,KSMRF,CONTAGIOUS GAMING INC,Pink Current,0.0087,,0,Foreign Ordinary Shares,Canada,British Columbia,
4566,CSTPF,ARROW EXPL CORP,Pink Current,0.141,-33.4906,13681,Foreign Ordinary Shares,Canada,Alberta,
4567,CBVTF,COBRA VENTURE CORP,Pink Current,0.126,,0,Foreign Ordinary Shares,Canada,British Columbia,
4568,ASDZF,ARCTIC STAR EXPL CORP,Pink Current,0.0428,-10.8333,500,Foreign Ordinary Shares,Canada,British Columbia,
4569,BGADF,BRIGADIER GOLD LTD ORD,Pink Current,0.012,84.6154,17000,Foreign Ordinary Shares,Canada,Ontario,
4570,OXIHF,OXFORD INVST HOLDINGS INC,Pink Current,0.0014,,0,Foreign Ordinary Shares,Canada,Ontario,
4571,CMDXF,COMPUTER MODELLING GRP,Pink Current,3.71,1.0899,1400,Foreign Ordinary Shares,Canada,Alberta,
4572,AHNMF,ARCHON MINERALS LTD,Pink Current,0.1769,,0,Foreign Ordinary Shares,Canada,British Columbia,
4573,GCAAF,GUARDIAN CAPITAL GRP A,Pink Current,20.01,-11.1993,200,Foreign Ordinary Shares,Canada,Ontario,
4574,GRCGF,GUARDIAN CAP GROUP LTD,Pink Current,28.01,,0,Common Stock,Canada,Ontario,
4575,UNIEF,UNI SELECT INC CDA,Pink Current,25.19,0.1192,200,Foreign Ordinary Shares,Canada,Quebec,
4576,WSRUF,WASECO RESOURCES INC,Pink Current,0.015,,0,Foreign Ordinary Shares,Canada,Ontario,
4577,EGHSF,ENGHOUSE SYS LTD,Pink Current,20.96,,60,Foreign Ordinary Shares,Canada,Ontario,
4578,MKRIF,MELKIOR RESOURCES INC,Pink Current,0.1572,-0.607,100,Foreign Ordinary Shares,Canada,Ontario,
4579,SIREF,SIRIOS RESOURCES CORP,Pink Current,0.0355,,0,Foreign Ordinary Shares,Canada,Quebec,
4580,HBEXF,ROYAL FOX GOLD INC,Pink Current,0.0411,-17.8,33454,Foreign Ordinary Shares,Canada,Ontario,
4581,PKIUF,PARKLAND CORP,Pink Current,21.03,-4.8201,1793,Foreign Ordinary Shares,Canada,Alberta,
4582,AWRRF,A&W REV RYLTS INCM FD UTS,Pink Current,24.91,,70,Units,Canada,British Columbia,
4583,SFTCF,SOFTCHOICE CORP,Pink Current,0.0,,0,Foreign Ordinary Shares,Canada,Ontario,
4584,SUUIF,SUPERIOR PLUS CORP,Pink Current,7.188,-2.4695,7200,Foreign Ordinary Shares,Canada,Ontario,
4585,KBGCF,LION ROCK RESOURCES INC,Pink Current,0.0599,,0,Foreign Ordinary Shares,Canada,Manitoba,
4586,HUDRF,HUDSON RESOURCES INC,Pink Current,0.0334,0.9063,1000,Foreign Ordinary Shares,Canada,British Columbia,
4587,TNMLF,THUNDER GOLD CORP,Pink Current,0.0545,,0,Foreign Ordinary Shares,Canada,Ontario,
4588,CNSUF,CANASIL RESOURCES INC,Pink Current,0.04,-11.1111,120399,Foreign Ordinary Shares,Canada,British Columbia,
4589,PNXPF,PLANET VENTURES INC,Pink Current,0.036,,0,Foreign Ordinary Shares,Canada,British Columbia,
4590,TNGMF,TRUE NORTH GEMS INC,Pink Current,0.0373,,0,Foreign Ordinary Shares,Canada,British Columbia,
4591,RSGUF,ROGERS SUGAR INC,Pink Current,4.43,-0.4494,2200,Foreign Ordinary Shares,Canada,British Columbia,
4592,NNWWF,NORTH WEST CO VAR VT/COM,Pink Current,23.95,,0,Foreign Ordinary Shares,Canada,Manitoba,
4593,BRBMF,BIG ROCK BREWERY INC,Pink Current,2.15,,0,Foreign Ordinary Shares,Canada,Alberta,
4594,TCLAF,TRANSCONTL INC S/VTG A,Pink Current,12.61,,0,Foreign Ordinary Shares,Canada,Quebec,
4595,TCLCF,TRANSCONTL INC CL B,Pink Current,12.6505,-9.51,120,Foreign Ordinary Shares,Canada,Quebec,
4596,SWSSF,SWISS WTR DECAF COFFEE,Pink Current,1.8584,,0,Foreign Ordinary Shares,Canada,British Columbia,
4597,TWIRF,TREE ISLAND STEEL LTD NEW,Pink Current,2.46,,0,Foreign Ordinary Shares,Canada,British Columbia,
4598,RVXCF,RESVERLOGIX CORP,Pink Current,0.15,2.3541,9950,Foreign Ordinary Shares,Canada,Alberta,
4599,AGFMF,AGF MGMT LTD B,Pink Current,4.5,-3.6403,400,Foreign Ordinary Shares,Canada,Ontario,
4600,GMNFF,GOBIMIN INC,Pink Current,0.81,,0,Foreign Ordinary Shares,Canada,Ontario,
4601,BCHFP,BIRCHCLIFF ENGY PFD A,Pink Current,19.44,,0,Preferred Stock,Canada,Alberta,
4602,BIREF,BIRCHCLIFF ENERGY LTD,Pink Current,6.65899,-5.4121,140969,Foreign Ordinary Shares,Canada,Alberta,
4603,SVCTF,SUNVEST CAPITAL INC,Pink Current,238.296,,0,Foreign Ordinary Shares,Canada,Quebec,
4604,PMGYF,PERPETUAL ENERGY INC,Pink Current,0.5927,-11.997,11205,Foreign Ordinary Shares,Canada,Alberta,
4605,YOOIF,YANGAROO INC,Pink Current,0.043,38.7097,10000,Foreign Ordinary Shares,Canada,Ontario,
4606,LLLI,LAMPERD LESS LETHAL INC,Pink Current,0.0062,0.0,40465,Common Stock,Canada,Ontario,
4607,BIIAF,BUHLER INDS INC A,Pink Current,1.55,,0,Foreign Ordinary Shares,Canada,Manitoba,
4608,CDDRF,HEADWATER EXPL INC,Pink Current,3.71,-7.4813,25349,Foreign Ordinary Shares,Canada,Alberta,
4609,CMLGF,CANICKEL MINING LTD NEW,Pink Current,0.09088,,0,Foreign Ordinary Shares,Canada,Ontario,
4610,CUIRF,CURRIE ROSE RES INC,Pink Current,0.0275,,0,Foreign Ordinary Shares,Canada,Ontario,
4611,CYPXF,EQ INC,Pink Current,0.9457,,0,Foreign Ordinary Shares,Canada,Ontario,
4612,ELFIF,E L FINANCIAL LTD,Pink Current,659.4,,0,Foreign Ordinary Shares,Canada,Ontario,
4613,ETFLF,EASTFIELD RES LTD,Pink Current,0.0406,-7.6223,9779,Foreign Ordinary Shares,Canada,British Columbia,
4614,CBYDF,CORBY SPIRIT AND WINE LTD,Pink Current,13.04,-6.9236,124,Foreign Ordinary Shares,Canada,Ontario,
4615,CRBBF,CORBY SPIRIT AND WINE B,Pink Current,12.16,,200,Foreign Ordinary Shares,Canada,Ontario,
4616,BIOYF,BIOSYENT INC ORD,Pink Current,5.6,-1.4085,34900,Foreign Ordinary Shares,Canada,Ontario,
4617,HEXPF,ANGEL WING METALS INC,Pink Current,0.086,,0,Foreign Ordinary Shares,Canada,Alberta,
4618,GCFFF,GOLDCLIFF RES CORP ORD,Pink Current,0.0343,,0,Foreign Ordinary Shares,Canada,British Columbia,
4619,IFSPF,INTERFOR CORP,Pink Current,17.515,-5.1705,10283,Foreign Ordinary Shares,Canada,British Columbia,
4620,IGIFF,IGM FINANCIAL INC ORD,Pink Current,25.37,-0.9565,1252,Foreign Ordinary Shares,Canada,Manitoba,
4621,KPIFF,EDGEWATER WIRELESS SY ORD,Pink Current,0.0441,9.9751,17500,Foreign Ordinary Shares,Canada,Ontario,
4622,MXTLF,METALEX VENTURES LTD.,Pink Current,0.04277,,0,Foreign Ordinary Shares,Canada,British Columbia,
4623,PNTZF,TRIGON METALS INC ORD,Pink Current,0.1,,0,Foreign Ordinary Shares,Canada,Ontario,
4624,RHUHF,RICHELIEU HARDWARE,Pink Current,25.99,,0,Foreign Ordinary Shares,Canada,Quebec,
4625,TROIF,NEWORIGIN GOLD CORP,Pink Current,0.0125,,0,Foreign Ordinary Shares,Canada,Ontario,
4626,CLKXF,TWC ENTERPRISES LTD ORD,Pink Current,13.1405,,0,Foreign Ordinary Shares,Canada,Ontario,
4627,VULMF,VULCAN MINERALS INC,Pink Current,0.2141,-9.087,32000,Foreign Ordinary Shares,Canada,Newfoundland,
4628,SNCAF,SNC LAVALIN GRP INC A,Pink Current,16.76,-1.1792,155,Foreign Ordinary Shares,Canada,Quebec,
4629,FPVTF,GOLDEN PURSUIT RES LTD,Pink Current,0.1185,,0,Foreign Ordinary Shares,Canada,British Columbia,
4630,DIOSF,DIOS EXPLORATION INC,Pink Current,0.05,,0,Foreign Ordinary Shares,Canada,Quebec,
4631,WTSHF,WESTSHORE TERM INVST CP,Pink Current,19.715,-1.9642,200,Foreign Ordinary Shares,Canada,British Columbia,
4632,GSSRF,GOSSAN RESOURCES LTD CDA,Pink Current,0.0493,,0,Foreign Ordinary Shares,Canada,Manitoba,
4633,TPRXF,GCM MNG CORP WTS,Pink Current,0.8321,-16.79,14657,Warrants,Canada,Ontario,
4634,TNEYF,TAMARACK VALLEY ENGY,Pink Current,2.3901,-8.3199,182634,Foreign Ordinary Shares,Canada,Alberta,
4635,DRETF,DREAM OFFCIE RE INV TR A,Pink Current,12.41,,10,Units,Canada,Ontario,
4636,GHIFF,GAMEHOST INC ORD,Pink Current,5.72,-0.5217,2079,Foreign Ordinary Shares,Canada,Alberta,
4637,PEYUF,PEYTO EXPL & DEV CORP,Pink Current,7.14,-4.9647,87277,Foreign Ordinary Shares,Canada,Alberta,
4638,GDXRF,GOLDEX RES CORP,Pink Current,0.0496,,0,Foreign Ordinary Shares,Canada,British Columbia,
4639,GWLIF,GREAT WEST LIFECO CDA,Pink Current,21.93,-0.9485,2852,Foreign Ordinary Shares,Canada,Manitoba,
4640,NUVSF,NUVISTA ENERGY LTD,Pink Current,6.7215,-6.9044,9260,Foreign Ordinary Shares,Canada,Alberta,
4641,CTNXF,CORNERSTONE CAP RES INC,Pink Current,2.12228,-5.2554,100,Foreign Ordinary Shares,Canada,Ontario,
4642,NMNSF,NUMINUS WELLNSS INC WT 22,Pink Current,0.0557,,0,Warrants,Canada,British Columbia,
4643,NMNWF,NUMINUS WELLNSS INC WT 23,Pink Current,0.02,,0,Warrants,Canada,British Columbia,
4644,SVGAF,SILVER GRAIL RES LTD ORD,Pink Current,0.021,,0,Foreign Ordinary Shares,Canada,British Columbia,
4645,CJIMF,GUNPOINT EXPLORATION LTD,Pink Current,0.38,,0,Foreign Ordinary Shares,Canada,British Columbia,
4646,ADFJF,ADF GROUP INC S/VTG,Pink Current,1.19,,0,Foreign Ordinary Shares,Canada,Quebec,
4647,QDROF,QUADRO RES LTD,Pink Current,0.0144,,0,Foreign Ordinary Shares,Canada,British Columbia,
4648,BRUZF,CANADA CARBON INC ORD,Pink Current,0.025,-23.0769,5000,Foreign Ordinary Shares,Canada,British Columbia,
4649,SUIFF,SUPERIOR MINING INTL ORD,Pink Current,0.145,,0,Foreign Ordinary Shares,Canada,British Columbia,
4650,APYRF,ALLIED PPTYS RE INV TR UT,Pink Current,19.68,-6.2362,245,Units,Canada,Ontario,
4651,JAMGF,JASPER MINING CRP ORD NEW,Pink Current,0.1243,,0,Foreign Ordinary Shares,Canada,Alberta,
4652,MJGCF,MAJESTIC GOLD CORP,Pink Current,0.03699,,0,Foreign Ordinary Shares,Canada,British Columbia,
4653,LTKBF,LOGISTEC CORP B,Pink Current,30.86958,,0,Foreign Ordinary Shares,Canada,Quebec,
4654,BTEGF,BAYTEX ENERGY CORP,Pink Current,3.9,-9.1967,890245,Foreign Ordinary Shares,Canada,Alberta,
4655,RSRBF,ROBEX RES INC,Pink Current,0.233,-2.9571,100,Foreign Ordinary Shares,Canada,Quebec,
4656,GWSAF,GOWEST GOLD LTD,Pink Current,0.0633,,0,Foreign Ordinary Shares,Canada,Ontario,
4657,BPZZF,BOSTON PIZZA RTY INCM FD,Pink Current,11.2181,0.7354,907,Units,Canada,British Columbia,
4658,MDPCF,MADISON PAC PPTYS B ORD,Pink Current,5.33,,0,Foreign Ordinary Shares,Canada,British Columbia,
4659,MTLCF,METALCORP LTD ORD,Pink Current,0.0197,,0,Foreign Ordinary Shares,Canada,Ontario,
4660,ADWPF,ANDREW PELLER LTD ORD A,Pink Current,4.1765,,0,Foreign Ordinary Shares,Canada,Ontario,
4661,CPNFF,EURO SUN MINING INC ORD,Pink Current,0.0735,-5.7692,86325,Foreign Ordinary Shares,Canada,Ontario,
4662,DIGAF,DIGATRADE FINANCIAL CORP,Pink Current,0.0001,0.0,226464,Foreign Ordinary Shares,Canada,British Columbia,
4663,USSHF,UNISERVE COMMUNS CP,Pink Current,0.0306,,0,Foreign Ordinary Shares,Canada,British Columbia,
4664,APMCF,MORIEN RESOURCES CORP ORD,Pink Current,0.47,-16.0714,53819,Foreign Ordinary Shares,Canada,Alberta,
4665,PTEFF,PIONEERING TECH CORP,Pink Current,0.0041,-73.0263,300,Foreign Ordinary Shares,Canada,Ontario,
4666,SDURF,STROUD RESOURCES LTD,Pink Current,0.1862,,1000,Foreign Ordinary Shares,Canada,Ontario,
4667,YLWDF,YELLOW PAGES LTD,Pink Current,9.2593,-0.9701,1911,Foreign Ordinary Shares,Canada,Quebec,
4668,YLWWF,YELLOW PAGES LTD 22 WTS,Pink Current,0.2144,,6,Warrants,Canada,Quebec,
4669,NNDIF,NORANDA INCOME FUND ORD,Pink Current,0.85,,0,Units,Canada,Ontario,
4670,ORAGF,MONARCA MINERALS INC ORD,Pink Current,0.011,,0,Foreign Ordinary Shares,Canada,Ontario,
4671,LEFUF,LEONS FURNITURE LTD ORD,Pink Current,11.818,,0,Foreign Ordinary Shares,Canada,Ontario,
4672,VANTF,VANTEX RESOURCES LTD,Pink Current,0.1,,0,Foreign Ordinary Shares,Canada,Quebec,
4673,KEYUF,KEYERA CORP,Pink Current,20.36,-3.1399,13993,Foreign Ordinary Shares,Canada,Alberta,
4674,CNER,CHINA NEW ENERGY GRP CO,Pink Current,0.023,,0,Common Stock,Canada,Ontario,
4675,AGGFF,TOUBANI RES INC,Pink Current,0.101,,0,Foreign Ordinary Shares,Canada,Ontario,
4676,KRIUF,KEG ROYALTIES INCM FD UTS,Pink Current,11.9943,,0,Units,Canada,British Columbia,
4677,BADFF,BADGER INFRASTRUCTURE SOL,Pink Current,22.016041,,42,Foreign Ordinary Shares,Canada,Alberta,
4678,REPCF,REPLICEL LIFE SCIENCE ORD,Pink Current,0.0731,,0,Foreign Ordinary Shares,Canada,British Columbia,
4679,BOWFF,BOARDWALK RL EST INVT TR,Pink Current,32.72,-1.5081,2111,Units,Canada,Alberta,
4680,FPNUF,FP NEWSPAPERS INC ORD,Pink Current,0.8,,0,Foreign Ordinary Shares,Canada,British Columbia,
4681,RTMAF,REITMANS CANADA LTD A,Pink Current,1.12,5.6604,2000,Foreign Ordinary Shares,Canada,Quebec,
4682,RTMNF,REITMANS CDA LTD,Pink Current,1.11,,0,Foreign Ordinary Shares,Canada,Quebec,
4683,EMBYF,NEXERA ENERGY INC,Pink Current,0.00976,,0,Foreign Ordinary Shares,Canada,Alberta,
4684,WFICF,WALL FINANCIAL CORP,Pink Current,11.0,,0,Foreign Ordinary Shares,Canada,British Columbia,
4685,WIPKF,WINPAK LTD,Pink Current,35.17,,0,Foreign Ordinary Shares,Canada,Manitoba,
4686,AMRLF,AMERICAN LITHIUM CORP WTS,Pink Current,0.3238,-7.4857,726,Warrants,Canada,British Columbia,
4687,FLMTF,FULL METAL MNRLS LTD,Pink Current,0.0191,,0,Foreign Ordinary Shares,Canada,British Columbia,
4688,RDUFF,RADIUS GOLD INC ORD,Pink Current,0.16,,0,Foreign Ordinary Shares,Canada,British Columbia,
4689,KGHZF,PANGOLIN DIAMONDS ORD,Pink Current,0.01,,0,Foreign Ordinary Shares,Canada,Ontario,
4690,CWYUF,SMARTCENTRES REAL TR UT,Pink Current,18.34,-4.0795,408,Units,Canada,Ontario,
4691,TRARF,TERAS RESOURCES INC ORD,Pink Current,0.0153,,0,Foreign Ordinary Shares,Canada,Alberta,
4692,WFSTF,WESTERN FOREST PRODS INC,Pink Current,0.8973,-3.1234,29325,Foreign Ordinary Shares,Canada,British Columbia,
4693,TICJ,TRITENT INTL CORP,Pink Current,0.2,,0,Common Stock,Canada,Ontario,
4694,AGGZF,AG GROWTH INTL INC,Pink Current,27.5,,0,Foreign Ordinary Shares,Canada,Manitoba,
4695,DVSPF,DIVIDEND 15 SPLIT CORP,Pink Current,5.2901,-1.1307,110,Foreign Ordinary Shares,Canada,Ontario,
4696,EQGPF,EQB INC,Pink Current,34.24,,75,Foreign Ordinary Shares,Canada,Ontario,
4697,HRAL,HEAR ATLAST HOLDINGS INC,Pink Current,0.00185,-2.6316,195,Common Stock,Canada,Ontario,
4698,DBOXF,D BOX TECHS INC ORD A,Pink Current,0.0637,-4.9254,68100,Foreign Ordinary Shares,Canada,Quebec,
4699,SNVFF,SONORO ENERGY LTD,Pink Current,0.0563,,0,Foreign Ordinary Shares,Canada,British Columbia,
4700,ZAAG,ZA GROUP INC.,Pink Current,0.0002,0.0,1803002,Common Stock,Canada,Alberta,
4701,CCORF,CANACCORD GENUITY GRP INC,Pink Current,5.15,2.7944,300,Foreign Ordinary Shares,Canada,British Columbia,
4702,WEEEF,WESTERN ENERGY SVCS,Pink Current,2.06,-3.9134,261,Foreign Ordinary Shares,Canada,Alberta,
4703,MFCSF,MEDICAL FACILITIES CORP,Pink Current,7.6936,-2.6127,951,Foreign Ordinary Shares,Canada,Ontario,
4704,MWSNF,MAWSON GOLD LTD,Pink Current,0.0861,-4.0669,1278,Foreign Ordinary Shares,Canada,British Columbia,
4705,ERDCF,ERDENE RESOURCE DEV CORP,Pink Current,0.19265,-4.1542,175,Foreign Ordinary Shares,Canada,Nova Scotia,
4706,BIRMF,BIOREM INC,Pink Current,0.6089,,0,Foreign Ordinary Shares,Canada,Ontario,
4707,SLMXF,SLAM EXPLORATION LTD,Pink Current,0.0193,,0,Foreign Ordinary Shares,Canada,New Brunswick,
4708,KMDRF,KERMODE RESOURCES LTD,Pink Current,0.021,,0,Foreign Ordinary Shares,Canada,British Columbia,
4709,VCIGF,VITREOUS GLASS INC ORD,Pink Current,3.4927,,0,Foreign Ordinary Shares,Canada,Alberta,
4710,VPRIF,VITALITY PRODUCTS INC,Pink Current,0.0041,,0,Foreign Ordinary Shares,Canada,British Columbia,
4711,CSRNF,CANSTAR RESOURCES INC,Pink Current,0.05145,-26.8449,1896,Foreign Ordinary Shares,Canada,Ontario,
4712,QUTIF,QUESTOR TECH INC,Pink Current,0.74,,0,Foreign Ordinary Shares,Canada,Alberta,
4713,ELRFF,EASTERN PLATINUM LTD NEW,Pink Current,0.1486,,0,Foreign Ordinary Shares,Canada,British Columbia,
4714,TOTZF,TOTAL ENGY SVCS INC ORD,Pink Current,4.48,-5.5848,1542,Foreign Ordinary Shares,Canada,Alberta,
4715,TLOFF,TALON METAL CORP,Pink Current,0.3337,-7.3056,387458,Foreign Ordinary Shares,Canada,Ontario,
4716,SPAZF,SPANISH MOUNTAIN GOLD LTD,Pink Current,0.103,-0.8662,95996,Foreign Ordinary Shares,Canada,British Columbia,
4717,HDIUF,HARDWOODS DISTR INC,Pink Current,18.27,-5.5326,7732,Foreign Ordinary Shares,Canada,British Columbia,
4718,WJXFF,WAJAX CORP,Pink Current,14.9464,,0,Foreign Ordinary Shares,Canada,Ontario,
4719,PIFYF,PINE CLIFF ENERGY LTD,Pink Current,1.18,-4.065,82140,Foreign Ordinary Shares,Canada,Alberta,
4720,MRZLF,MIRASOL RESOURCES LTD,Pink Current,0.33855,-1.7328,1969,Foreign Ordinary Shares,Canada,British Columbia,
4721,MLLGF,MULLEN GROUP LTD ORD,Pink Current,10.34,,65,Foreign Ordinary Shares,Canada,Alberta,
4722,FSTTF,FIRST TELLURIUM CORP,Pink Current,0.1191,-3.1707,95265,Foreign Ordinary Shares,Canada,British Columbia,
4723,CEOS,CECORS INC,Pink Current,0.0388,5.4634,7114,Common Stock,Canada,Ontario,
4724,PRBZF,PREMIUM BRANDS HOLDINGS,Pink Current,69.655,,0,Foreign Ordinary Shares,Canada,British Columbia,
4725,PTOS,P2 SOLAR INC,Pink Current,0.0235,0.0,5000,Common Stock,Canada,British Columbia,
4726,DONFF,SPHINX RESOURCES LTD ORD,Pink Current,0.01015,,0,Foreign Ordinary Shares,Canada,Quebec,
4727,TGAFF,TAIGA BLDG PRODS LTD ORD,Pink Current,1.85,,0,Foreign Ordinary Shares,Canada,British Columbia,
4728,IFCZF,INTACT FINANCIAL CORP,Pink Current,144.8086,,358,Foreign Ordinary Shares,Canada,Ontario,
4729,IFTPF,INTACT FNCL PREF A 7,Pink Current,20.4734,,0,Preferred Stock,Canada,Ontario,
4730,IFZZF,INTACT FINANCL CORP PFD A,Pink Current,20.9266,,0,Preferred Stock,Canada,Ontario,
4731,INFFF,INTACT FNCL PREF A 5,Pink Current,18.75,,0,Preferred Stock,Canada,Ontario,
4732,INTAF,INTACT FINANCL CP PFD A,Pink Current,12.3142,-15.7669,624,Preferred Stock,Canada,Ontario,
4733,SGQRF,SOUTHGOBI RES LTD,Pink Current,0.1219,,0,Foreign Ordinary Shares,Canada,British Columbia,
4734,CWSRF,CHARTWELL RETIREMENT RESD,Pink Current,6.86,-9.2593,100,Units,Canada,Ontario,
4735,NIOCF,NIO STRATEGIC METALS INC,Pink Current,0.046,8.747,20000,Foreign Ordinary Shares,Canada,Quebec,
4736,FOSYF,FORSYS METALS CORP,Pink Current,0.3845,-6.1508,11560,Foreign Ordinary Shares,Canada,Ontario,
4737,GMPFF,RF CAPITAL GRP PFD  B,Pink Current,11.5392,,0,Preferred Stock,Canada,Ontario,
4738,GMPXF,RF CAPITAL GROUP INC,Pink Current,10.53,-3.4007,200,Foreign Ordinary Shares,Canada,Ontario,
4739,QTEYF,QUESTERRE ENERGY CORP A,Pink Current,0.166,,0,Foreign Ordinary Shares,Canada,Alberta,
4740,OFSWF,CARBON STREAMING CORP WTS,Pink Current,0.0,,0,Warrants,Canada,Ontario,
4741,SEKZF,ESGOLD CORP,Pink Current,0.031,,0,Foreign Ordinary Shares,Canada,British Columbia,
4742,SARMF,SOUTHERN ARC MINERLS A,Pink Current,0.102,,0,Foreign Ordinary Shares,Canada,British Columbia,
4743,SCCFF,STRATEGIC RESOURCES ORD,Pink Current,0.24,,0,Foreign Ordinary Shares,Canada,Ontario,
4744,CPHRF,CIPHER PHARMS INC ORD,Pink Current,2.38,-0.8333,6200,Foreign Ordinary Shares,Canada,Ontario,
4745,QIFTF,QUORUM INFORMATION TECHS,Pink Current,0.53,,0,Foreign Ordinary Shares,Canada,Alberta,
4746,TYPFF,GOLDFLARE EXPL INC,Pink Current,0.03474,,0,Foreign Ordinary Shares,Canada,Quebec,
4747,BCDMF,KUUHUBB INC,Pink Current,0.03,,0,Foreign Ordinary Shares,Canada,Ontario,
4748,MODVF,MELCOR DEV LTD,Pink Current,7.43,,104,Foreign Ordinary Shares,Canada,Alberta,
4749,SEPOF,BLUMETRIC ENVIRONMNTL INC,Pink Current,0.2767,,0,Foreign Ordinary Shares,Canada,Ontario,
4750,GNLAF,GENESIS LAND DEV CORP,Pink Current,1.615,,0,Foreign Ordinary Shares,Canada,Alberta,
4751,CAWLF,CWC ENERGY SERVICES CORP,Pink Current,0.1524,,0,Foreign Ordinary Shares,Canada,Alberta,
4752,ETOLF,ENTERPRISE GROUP INC,Pink Current,0.2701,-5.9868,13000,Foreign Ordinary Shares,Canada,Alberta,
4753,GDQMF,GOLDQUEST MINING CORP,Pink Current,0.1352,-3.0824,18000,Foreign Ordinary Shares,Canada,Ontario,
4754,AIMFF,AIMIA INC,Pink Current,2.53,-3.0651,84643,Foreign Ordinary Shares,Canada,Ontario,
4755,NSHRD,NORTHERN SHIELD RES NEW,Pink Current,0.0,,0,Foreign Ordinary Shares,Canada,Ontario,
4756,SWNLF,EDM RES INC,Pink Current,0.467,,0,Foreign Ordinary Shares,Canada,British Columbia,
4757,YGRAF,YANGARRA RES LTD,Pink Current,1.52,-5.5901,236133,Foreign Ordinary Shares,Canada,Alberta,
4758,BRIOF,MAGNA TERRA MINERALS INC,Pink Current,0.0388,,0,Foreign Ordinary Shares,Canada,Quebec,
4759,LRAXF,LARA EXPLORATION LTD,Pink Current,0.56,,398,Foreign Ordinary Shares,Canada,British Columbia,
4760,MFMLF,INTERNATIONAL ICONIC GOLD,Pink Current,0.0172,-1.7143,23700,Foreign Ordinary Shares,Canada,British Columbia,
4761,VNWTF,VECIMA NETWORKS INC ORD,Pink Current,14.2882,,0,Foreign Ordinary Shares,Canada,British Columbia,
4762,URVNF,URAVAN MINERALS INC,Pink Current,0.1252,,0,Foreign Ordinary Shares,Canada,Alberta,
4763,CAXPF,DISTRICT COPPER CORP,Pink Current,0.06845,,0,Foreign Ordinary Shares,Canada,British Columbia,
4764,CNRIF,CONDOR RES INC,Pink Current,0.091,,17000,Foreign Ordinary Shares,Canada,British Columbia,
4765,KLSVF,KLONDIKE SILVER CORP NEW,Pink Current,0.0325,4.8387,58666,Foreign Ordinary Shares,Canada,British Columbia,
4766,BRPHF,GALAXY DIGITAL HLDGS LTD,Pink Current,4.33289,-2.85,102597,Foreign Ordinary Shares,Canada,Ontario,
4767,ENPRF,CURRENT WATER TECHS INC,Pink Current,0.03,0.0,83333,Foreign Ordinary Shares,Canada,Ontario,
4768,EEYUF,ESSENTIAL ENERGY SVCS LTD,Pink Current,0.215,1.3673,28571,Foreign Ordinary Shares,Canada,Alberta,
4769,CFPZF,CANFOR CORP NEW ORD,Pink Current,14.45,-2.8245,13221,Foreign Ordinary Shares,Canada,British Columbia,
4770,CCNCF,KAIZEN DISCOVERY INC,Pink Current,0.17179,,0,Foreign Ordinary Shares,Canada,British Columbia,
4771,BREUF,BRIDGEMARQ REAL ESTATE SV,Pink Current,9.93,,0,Foreign Ordinary Shares,Canada,Ontario,
4772,ENAFF,ENABLENCE TECHS INC,Pink Current,1.4,,0,Foreign Ordinary Shares,Canada,Ontario,
4773,DDNFF,ADAMERA MINERALS CORP NEW,Pink Current,0.044,8.2411,600,Foreign Ordinary Shares,Canada,British Columbia,
4774,CLKFF,CLARKE INC NEW,Pink Current,8.6,,0,Foreign Ordinary Shares,Canada,Nova Scotia,
4775,CFPUF,CANFOR PULP PRODUCTS INC,Pink Current,3.578,,0,Foreign Ordinary Shares,Canada,British Columbia,
4776,HVGDF,HARVEST GOLD CRP,Pink Current,0.0121,,0,Foreign Ordinary Shares,Canada,British Columbia,
4777,GXRFF,PROSPERA ENERGY INC,Pink Current,0.0352,-23.9741,1000,Foreign Ordinary Shares,Canada,Alberta,
4778,ARSLF,ALTIMA RES LTD ORD,Pink Current,0.0265,,0,Foreign Ordinary Shares,Canada,British Columbia,
4779,TNSGF,FINDEV INC,Pink Current,0.3737,,3350,Foreign Ordinary Shares,Canada,Ontario,
4780,CCEDF,CASCADERO COPPER CORP,Pink Current,0.01,-50.0,4770,Foreign Ordinary Shares,Canada,British Columbia,
4781,CYFRF,CYPHERPUNK HLDGS INC,Pink Current,0.0481,0.2083,15700,Foreign Ordinary Shares,Canada,Ontario,
4782,HELOF,WINSHEAR GOLD CORP,Pink Current,0.0311,,0,Foreign Ordinary Shares,Canada,British Columbia,
4783,SAHRF,CAPITAN INVT LTD,Pink Current,0.0077,,0,Foreign Ordinary Shares,Canada,Alberta,
