Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Market Cap,SIC Code
CUII,CHINA UTD INS SVC INC,OTCQB,1.81,,0,Common Stock,Taiwan,,"54,818,020","6411 - Insurance agents, brokers, & services"
MJNE,MJ HOLDINGS INC,OTCQB,0.2295,0.0,1147,Common Stock,USA,Nevada,"18,226,283","7389 - Business services, misc"
RIHT,RIGHTSCORP INC,Pink Current,0.0169,-9.1398,20000,Common Stock,USA,California,"2,770,249","7389 - Business services, misc"
ROSN,ROSINBOMB,Pink Current,0.023,2.6786,558672,Common Stock,USA,Arizona,"10,122,734","7389 - Business services, misc"
FSTJ,FIRST AMERICA RES CORP,Pink Current,0.28,,0,Common Stock,USA,Illinois,"2,229,945","5065 - Electronic parts and equipment, misc"
CLOQ,CYBERLOQ TECHNLOS INC,Pink Current,0.05232,30.8,6200,Common Stock,USA,Florida,"5,376,652",7372 - Prepackaged software
IVFH,INNOVATIVE FOOD HLDGS INC,OTCQB,0.19125,-6.6846,5000,Common Stock,USA,Florida,"8,970,051","5141 - Groceries, general line"
PGTK,PACIFIC GREEN TECHS,OTCQB,0.9825,2.3438,9000,Common Stock,USA,Delaware,"46,203,915",4955 - Hazardous Waste Management
AMNP,AMERICAN SIERRA GOLD CORP,Pink Current,0.02014,,1,Common Stock,USA,Indiana,"9,639,239",1000 - Metal Mining
AAGH,AMERICA GREAT HEALTH,Pink Current,0.0095,18.75,288871,Common Stock,USA,California,"200,357,072",2834 - Pharmaceutical preparations
OODH,ORION DIVERSIFIED HLDG,Pink Current,0.029,11.5385,70000,Common Stock,USA,Nevada,"5,678,601","6719 - Holding companies, misc"
ARTH,ARCH THERAPEUTICS INC,OTCQB,0.0235,2.1739,273391,Common Stock,USA,Massachusetts,"5,872,330",3841 - Surgical and medical instruments
RBTK,ZHEN DING RESOURCES INC,Pink Current,2.08,,0,Common Stock,Canada,Quebec,"229,655,604",1000 - Metal Mining
EUSP,EUROSITE POWER INC,Pink Current,0.058,,0,Common Stock,United Kingdom,,"4,771,284",4931 - Electric and other services combined
OAKV,OAK VIEW BANKSHARES INC,Pink Current,9.05,0.0,100,Common Stock,USA,Virginia,"26,753,221",Not Available
SANP,SANTO MINING CORP,Pink Current,0.0005,-16.6667,109213546,Common Stock,Panama,,"6,133,384",7371 - Custom computer programming services
UNMK,TRITENT INTL AGRICULTURE,Pink Current,0.0595,,0,Common Stock,Canada,Ontario,"10,432,762",2020 - Dairy Products
BRGC,BRIGHTROCK GOLD CORP,Pink Current,0.364,0.3031,6195,Common Stock,USA,Illinois,"120,301,272",1041 - Gold ores
UNIF,U&I FINANCIAL CORP,OTCQX U.S. Premier,11.8,,0,Common Stock,USA,Washington,"65,198,776",6712 - Bank holding companies
DPDW,DEEP DOWN INCORP,OTCQB,0.46,,0,Common Stock,USA,Texas,"6,150,314",3533 - Oil and gas field machinery
AGIN,AMERICAN GRAPHITE TECHS,Pink Current,0.01221,0.082,14260,Common Stock,USA,New York,"2,015,668",3822 - Environmental controls
GRVE,GROOVE BOTANICALS INC,Pink Current,0.0382,-18.3673,1002,Common Stock,USA,Minnesota,"1,993,775","3999 - Manufacturing industries, misc"
IHAI,INNOVATIVE HLDGS ALL INC,Pink Current,0.23,,0,Common Stock,USA,Georgia,"3,859,498",8000 - Services-Health Services
PURE,PURE BIOSCIENCE,OTCQB,0.2001,-5.1659,193695,Common Stock,USA,California,"22,282,433",2890 - Miscellaneous Chemical Products
FMNJ,FRANKLIN MINING INC,Pink Current,0.01,23.4568,58530,Common Stock,USA,Nevada,"17,916,475",1040 - Gold and Silver Ores
EZRG,EZRAIDER CO,Pink Current,4.25,,0,Common Stock,USA,Washington,"178,465,303",4953 - Refuse systems
DRNK,NOHO INC,Pink Current,0.0003,0.0,3733433,Common Stock,USA,Arizona,"3,247,626",2080 - Beverages
CBDG,THC FARMACEUTICALS INC,Pink Current,0.199,-0.5,100,Common Stock,USA,California,"3,608,188",6199 - Finance Services
SVLT,SUNVAULT ENERGY INC,Pink Current,0.0274,,0,Common Stock,USA,California,"1,106,426",4931 - Electric and other services combined
ETST,EARTH SCIENCE TECH INC,Pink Current,0.018,-12.4088,6000,Common Stock,USA,Florida,"1,068,895",2834 - Pharmaceutical preparations
TLGN,EVER HARVEST INTL GRP,Pink Current,0.0155,,0,Common Stock,Hong Kong,,"7,235,738",.
TVTV,WHEREVERTV BROADCASTING,Pink Current,0.07,0.0,1071,Common Stock,USA,Florida,"18,080,778",.
IDEA,INVENT VENTURES INC NEW,Pink Current,0.11,10.0,10000,Common Stock,USA,New Jersey,"5,556,045",.
NWBO,NORTHWEST BIOTHRPUTCS INC,OTCQB,0.72,1.8388,917324,Common Stock,USA,Maryland,"753,073,937",.
VRDR,VERDE RESOURCES INC,OTCQB,0.13,4.0,13000,Common Stock,USA,Missouri,"106,689,447",.
PKPH,PEAK PHARMACEUTICALS INC,Pink Current,0.0508,12.6386,44320,Common Stock,USA,Arizona,"3,980,869",.
UNQL,UNIQUE LOGISTICS INTL INC,Pink Current,0.0109,-6.8376,213138,Common Stock,USA,New York,"8,710,645",4731 - Freight transportation arranging
LEAT,LEATT CORP,OTCQB,19.8,-1.4925,5532,Common Stock,South Africa,,"115,372,462","3751 - Motorcycles, bicycles, and parts"
MCBK,MADISON COUNTY FINCL INC,Pink Current,31.01,,0,Common Stock,USA,Nebraska,"83,796,866",6035 - Federal savings institutions
RITE,MINERALRITE CORP,Pink Current,0.0007,16.6667,18601290,Common Stock,USA,Texas,"3,050,125",1000 - Metal Mining
NNRX,NUTRANOMICS INC,Pink Current,0.0002,0.0,2569944,Common Stock,USA,Oregon,"3,064,931",5499 - Miscellaneous food stores
WTXR,WEST TEXAS RESOURCES INC,Pink Current,0.061,-59.0329,1200,Common Stock,USA,Texas,"1,361,848",1311 - Crude petroleum and natural gas
JPEX,JPX GLOBAL INC,Pink Current,0.0017,0.0,3963303,Common Stock,USA,California,"2,401,577",1000 - Metal Mining
RJDG,RJD GREEN INC,Pink Current,0.0046,-8.0,119304,Common Stock,USA,Oklahoma,"1,653,047","6719 - Holding companies, misc"
RBAZ,RBAZ BANCORP INC,Pink Current,10.455,0.0478,10700,Common Stock,USA,Arizona,"18,963,885",6021 - National commercial banks
LZGI,LZG INTERNATIONAL INC,Pink Current,2.1,2.439,2600,Common Stock,USA,New York,"320,643,658",7372 - Prepackaged software
RAFA,RAFARMA PHARMA (WY),Pink Current,0.37,-5.1282,2709,Common Stock,USA,Utah,"32,473,790",2834 - Pharmaceutical preparations
DTGI,DIGERATI TECHS INC,OTCQB,0.13695,2.2015,284143,Common Stock,USA,Texas,"19,500,042",7374 - Data processing and preparation
MEIL,METHES ENERGIES LTD,Pink Current,0.039,,0,Common Stock,USA,Nevada,"3,659,451",.
VGLS,VG LIFE SCIENCES INC,Pink Current,0.0001,0.0,1120000,Common Stock,USA,New York,"1,746,396",.
SUND,SUNDANCE STRATEGIES INC,OTCQB,1.0,,0,Common Stock,USA,Utah,"41,408,441",.
WSCO,WALL STREET MEDIA CO INC,OTCQB,0.071,,0,Common Stock,USA,Florida,"1,911,462",5960 - Retail-Nonstore Retailers
VMSI,VITA MOBILE SYSTEMS INC,Pink Current,0.00135,12.5,160000,Common Stock,USA,California,"1,561,112","7370 - Services-Computer Programming, Data Processing, Etc."
WCHS,WINCHESTER HOLDING GRP,Pink Current,0.062,,0,Common Stock,Hong Kong,,"6,582,176","6552 - Subdivisers and developers, misc"
ELEK,ELEKTROS INC,Pink Current,0.09,5.8824,29050,Common Stock,USA,Florida,"38,910,673",3711 - Motor vehicles and car bodies
PRDL,PROFITABLE DEVELOPMENTS,Pink Current,0.0004,0.0,1000000,Common Stock,USA,Nevada,"1,995,869",6513 - Apartment building operators
GTII,GLOBAL TECH INDUSTRIES,OTCQB,2.49,41.0765,8718154,Common Stock,USA,New York,"641,083,590",8741 - Management services
CLRI,CLEARTRONIC INC,Pink Current,0.03,,0,Common Stock,USA,Florida,"6,872,206",4812 - Radiotelephone Communication
OTLC,ONCOTELIC THERAPEUTCS INC,OTCQB,0.073,21.6667,1253531,Common Stock,USA,California,"28,409,857",2834 - Pharmaceutical preparations
NDEV,NOVUS ACQSTN  DEV  CORP,Pink Current,0.0535,13.2275,57706,Common Stock,USA,Florida,"5,767,494",Not Available
BLFR,BLUEFIRE EQUIPMENT CORP,Pink Current,0.047,-25.3968,9299,Common Stock,USA,Florida,"1,595,526","4481 - Deep sea passenger transport, ex freight"
VYCO,VYCOR MEDICAL INC,OTCQB,0.1,,0,Common Stock,USA,Florida,"3,204,313",3841 - Surgical and medical instruments
CCTL,COIN CITADEL,Pink Current,0.0006,0.0,852300,Common Stock,USA,New York,"2,240,895",7380 - Services-Miscellaneous Business Services
CETY,CLEAN ENERGY TECHNOLOGIES,OTCQB,0.044175,0.3977,205612,Common Stock,USA,California,"42,707,743",3621 - Motors and generators
WNFT,WORLDWIDE NFT INC,Pink Current,0.0424,-1.8519,1519124,Common Stock,USA,Nevada,"22,673,400",7374 - Data processing and preparation
ENGA,ENGAGE MOBILITY INC,Pink Current,0.1763,,0,Common Stock,USA,Florida,"7,756,587",7374 - Data processing and preparation
MDMP,MDM PERMIAN INC,Pink Current,0.0293,5.0179,54250,Common Stock,USA,Texas,"11,318,616",1000 - Metal Mining
SGNI,STEMGEN INC,Pink Current,0.1,,0,Common Stock,USA,Texas,"4,567,106",7372 - Prepackaged software
FBCD,FBC HOLDING INC,Pink Current,0.0003,0.0,6205678,Common Stock,USA,Arizona,"982,388",1000 - Metal Mining
ENZC,ENZOLYTICS INC,Pink Current,0.03,-12.5364,13384948,Common Stock,USA,Texas,"84,913,079",2834 - Pharmaceutical preparations
RMRK,RIMROCK GOLD CORP,Pink Current,0.00095,0.0,6202236,Common Stock,Canada,Ontario,"2,589,417",1040 - Gold and Silver Ores
SKKY,SKKYNET CLOUD SYSTEMS INC,OTCQB,0.2799,0.3226,1472,Common Stock,Canada,Ontario,"14,874,956",7372 - Prepackaged software
AFHIF,ATLAS FINANCIAL HLDGS INC,Pink Current,0.08,0.0,8600,Common Stock,USA,Illinois,"1,412,227","6331 - Fire, marine, and casualty insurance"
HADV,HEALTH ADVANCE INC,Pink Current,0.009,-1.0989,69545,Common Stock,Canada,Ontario,"1,673,528","5990 - Retail-Retail Stores, NEC"
FRTN,FORTRAN CORPORATION,Pink Current,0.157,0.0,200,Common Stock,USA,North Carolina,"3,353,436","4813 - Telephone communication, except radio"
CWGL,CRIMSON WINE GROUP LTD,OTCQB,6.51,0.1538,16548,Common Stock,USA,California,"145,403,597",2080 - Beverages
SNWR,SANWIRE CORPORATION,Pink Current,0.0072,-7.6923,10000,Common Stock,USA,California,"8,643,997",7374 - Data processing and preparation
ILUS,ILUSTRATO PICTURES INTL,Pink Current,0.093,-3.6269,7728957,Common Stock,USA,New York,"123,246,455",8711 - Engineering services
STCC,STERLING CONSOLIDATED CRP,Pink Current,0.0725,,0,Common Stock,USA,New Jersey,"3,479,869","3050 - Gaskets, Packg & Sealg Devices & Rubber & Plastics Hose"
OHCS,OPTIMUS HEALTHCARE SVCS,Pink Current,1.3,-7.1429,237,Common Stock,USA,New York,"52,372,577",8731 - Commercial physical research
VEII,VALUE EXCHANGE INTL,OTCQB,0.1101,-35.1972,2000,Common Stock,China,Hong Kong,"3,980,790",7380 - Services-Miscellaneous Business Services
TGNT,TOTALIGENT INC,Pink Current,0.017,,0,Common Stock,USA,Florida,"3,461,222",6153 - Short-term business credit
DATI,DIGITAL ASST MONTARY NTWK,Pink Current,0.041,-27.6896,3108,Common Stock,USA,New York,"806,431","6719 - Holding companies, misc"
TRCK,TRACK GROUP INC,OTCQX U.S.,0.59,,5,Common Stock,USA,Illinois,"6,999,617","3669 - Communications equipment, misc"
WBBA,WB BURGERS ASIA INC.,Pink Current,0.03268,,0,Common Stock,Japan,,"33,138,258",5812 - Eating places
FFLO,FREE FLOW INC,OTCQB,1.18,,0,Common Stock,USA,Virginia,"29,313,442",5531 - Auto and home supply stores
AXIM,AXIM BIOTECHNOLOGIES INC,OTCQB,0.094,2.1739,75422,Common Stock,USA,California,"17,431,540",2834 - Pharmaceutical preparations
WBBW,WESTBURY BANCORP INC,Pink Current,28.05,0.1786,30762,Common Stock,USA,Wisconsin,"69,431,492",6022 - State commercial banks
ATWT,ATWEC TECHS INC,Pink Current,0.0027,-5.2632,33332,Common Stock,USA,Tennessee,"1,360,088",.
SRSG,SPIRITS TIME INTL INC,Pink Current,3.05,,0,Common Stock,USA,Utah,"22,451,065",.
MWWC,MARKETING WRLDWD CORP,Pink Current,0.00065,8.3333,2529700,Common Stock,USA,Texas,"2,358,789",.
MUSS,MULTI SOLUTIONS II INC,Pink Current,0.01,,0,Common Stock,USA,Florida,"18,996",.
QBAN,TELCO CUBA INC,Pink Current,0.0004,0.0,2936000,Common Stock,USA,Florida,"2,903,758",.
WNBD,WINNING BRANDS CORP,Pink Current,0.0007,0.0,79111718,Common Stock,Canada,Ontario,"3,836,560",.
CYCA,CYTTA CORP,OTCQB,0.1076,0.0,26950,Common Stock,USA,Nevada,"40,862,248",.
HTSC,HERE TO SERVE HOLDING CRP,Pink Current,0.021,5.0,102,Common Stock,USA,New York,"1,582,109",.
BIOF,BLUE BIOFUELS INC,OTCQB,0.169,-0.5882,42932,Common Stock,USA,Florida,"47,453,540",2860 - Industrial Organic Chemicals
GRNL,GREENLITE VNTRS INC,Pink Current,0.085,,0,Common Stock,USA,Nevada,"612,992",1000 - Metal Mining
NSAV,NET SAVINGS LINK INC,Pink Current,0.0032,6.6667,8062921,Common Stock,USA,Pennsylvania,"20,279,172","7389 - Business services, misc"
USMJ,NORTH AMER CANNABIS HLDG,Pink Current,0.0005,11.1111,8407679,Common Stock,USA,Texas,"11,772,292",7380 - Services-Miscellaneous Business Services
BASA,BASANITE INC,OTCQB,0.111,-4.3103,73382,Common Stock,USA,Florida,"28,107,132",7310 - Services-Advertising
AMMJ,AMERICAN CANNABIS CO,OTCQB,0.03825,-1.4175,47515,Common Stock,USA,Colorado,"3,261,948",4833 - Television broadcasting stations
NHLE,NHALE INC,Pink Current,0.0205,,0,Common Stock,USA,New York,"615,000",5961 - Catalog and mail-order houses
DTRK,DATATRAK INTL INC,Pink Current,1.5,-6.25,2800,Common Stock,USA,Ohio,"3,546,752",7374 - Data processing and preparation
CRTL,CARTEL BLUE INC,Pink Current,0.027,,0,Common Stock,USA,California,"3,522,335",2300 - Apparel & Other Finishd Prods of Fabrics & Similar Matl
CSHX,CASHMERE VALLEY BANK,OTCQX U.S.,49.5,,0,Common Stock,USA,Washington,"192,255,327",6022 - State commercial banks
PSTO,POWERSTORM HOLDINGS INC,Pink Current,0.1151,,0,Common Stock,USA,Delaware,"3,028,715","4813 - Telephone communication, except radio"
BWMG,BROWNIE'S MARINE GRP INC,OTCQB,0.0295,0.0,33200,Common Stock,USA,Florida,"12,395,347","3949 - Sporting and athletic goods, misc"
AYAG,AMAYA GLOBAL HLDGS,Pink Current,11.0,,0,Common Stock,USA,New York,"465,713,556",100 - Agricultural Production-Crops
WLYW,WALLY WORLD MEDIA INC,Pink Current,0.0261,,0,Common Stock,USA,Nevada,"8,625,607",.
BERI,BLUE EARTH RES INC,Pink Current,0.244,125.9259,501851,Common Stock,USA,Tennessee,"26,370,520","5172 - Petroleum products, misc"
NAHD,NEW ASIA HOLDINGS INC,OTCQB,0.06,-25.0,600,Common Stock,Singapore,,"4,517,320","3949 - Sporting and athletic goods, misc"
MSBM,MSB GLOBAL CAPITAL CORP,Pink Current,0.15,0.0,5000,Common Stock,USA,Nevada,"14,417,604",1311 - Crude petroleum and natural gas
ADHC,AMER DIVRSFD HLDGS CORP,Pink Current,0.0021,0.0,1531726,Common Stock,USA,California,"1,987,636","7389 - Business services, misc"
TDNT,TRIDENT BRANDS INC,Pink Current,0.0415,0.0,175,Common Stock,USA,Florida,"1,382,443",2020 - Dairy Products
NUMD,NU-MED PLUS INC,OTCQB,0.039,11.4286,1298985,Common Stock,USA,Utah,"3,094,590",3841 - Surgical and medical instruments
IGEX,INDO GLOBAL EXCH PTE LTD,Pink Current,0.0025,-3.8462,4876411,Common Stock,USA,Colorado,"11,904,854","6719 - Holding companies, misc"
FMHS,FARMHOUSE INC,OTCQB,0.1929,,0,Common Stock,USA,California,"3,275,432","7370 - Services-Computer Programming, Data Processing, Etc."
HCGI,HUNTWICKE CAPITAL GROUP,Pink Current,7.8,0.0,2000,Common Stock,USA,Massachusetts,"41,912,177",6500 - Real Estate
NMEX,NORTHERN MINERALS & EXPL,Pink Current,0.11,,0,Common Stock,USA,Utah,"9,626,029",1040 - Gold and Silver Ores
SNNC,SIBANNAC INC,Pink Current,0.0375,10.2941,100,Common Stock,USA,Arizona,"2,924,105",2834 - Pharmaceutical preparations
RWMI,REGALWORKS MEDIA INC,Pink Current,0.088,,0,Common Stock,USA,Maryland,"26,420,041",7812 - Motion picture and video production
BTZI,BOTS INC,Pink Current,0.0125,-7.4074,208872,Common Stock,USA,Puerto Rico,"9,754,682",2111 - Cigarettes
BOPO,BIOPOWER OPERATIONS,Pink Current,0.1451,-8.6272,1775,Common Stock,USA,Florida,"6,620,188",1700 - Construction - Special Trade Contractors
SBDG,SMALL BUSINESS DEV GRP,Pink Current,0.9,,0,Common Stock,USA,North Carolina,"9,946,496","6719 - Holding companies, misc"
ACAN,AMERICANN INC,OTCQB,0.301,0.0,7380,Common Stock,USA,Colorado,"6,892,226",8742 - Management consulting services
FFMR,FIRST FARMERS FINANCIAL,OTCQX U.S. Premier,57.5,,75,Common Stock,USA,Indiana,"404,156,748",6712 - Bank holding companies
FCIT,FIRST CITRUS BANCORP,Pink Current,45.5,0.0,769,Common Stock,USA,Florida,"88,802,578",6022 - State commercial banks
ARAT,ARAX HOLDINGS CORP,Pink Current,0.273,-2.5,500,Common Stock,USA,Wyoming,"2,821,535",5812 - Eating places
GENH,GENERATION HEMP INC,OTCQB,0.31,,0,Common Stock,USA,Texas,"34,678,343","7389 - Business services, misc"
BENH,BIO-EN HOLDINGS CORP,Pink Current,0.8,,0,Common Stock,USA,New Jersey,"80,444,003",2050 - Bakery Products
KAST,KASTEN INC,Pink Current,0.046,4.5455,135350,Common Stock,China,,"1,432,496",2834 - Pharmaceutical preparations
ONCI,ON4 COMMUNS INC,Pink Current,0.0003,0.0,8950000,Common Stock,USA,New York,"2,015,593","7379 - Computer related services, misc"
IBGR,NEXUS ENERGY SERVICES INC,Pink Current,0.104,-0.9524,141991,Common Stock,USA,California,"17,842,784",2300 - Apparel & Other Finishd Prods of Fabrics & Similar Matl
XERI,XERIANT INC,OTCQB,0.05265,14.4565,489946,Common Stock,USA,Florida,"19,306,552",3721 - Aircraft
PBYA,PROBILITY MEDIA CORP,Pink Current,0.0006,-14.2857,9341760,Common Stock,USA,Florida,"2,370,987",8200 - Services-Educational Services
RLBD,REAL BRANDS INC,OTCQB,0.011,0.0,1562776,Common Stock,USA,Rhode Island,"29,467,670",2080 - Beverages
FTEG,FOR THE EARTH CORP,Pink Current,1e-06,-99.0,1559250,Common Stock,USA,Arizona,"3,730,317","2840 - Soap, Detergents, Cleaning Preparations, Perfumes, Cosmetics"
LVDW,LIQUIDVALUE DEVELOPMENT,Pink Current,0.0,,0,Common Stock,USA,Maryland,Not Available,6500 - Real Estate
SPGX,SUSTAINABLE PROJECTS GRP,Pink Current,0.0311,-37.8,20402,Common Stock,USA,Florida,"271,375",1311 - Crude petroleum and natural gas
TNLX,TRANS LUX CORP,Pink Current,0.4405,,0,Common Stock,USA,New York,"5,930,080",3990 - Miscellaneous Manufacturing Industries
GBLX,GB SCIENCES INC,OTCQB,0.026,-5.4545,18115,Common Stock,USA,Nevada,"8,450,976",1311 - Crude petroleum and natural gas
BRRE,BLUE RIDGE REAL ESTATE CO,Pink Current,10.0,,0,Common Stock,USA,Pennsylvania,"24,085,990",6500 - Real Estate
OCEL,ORGANICELL REGENERTVE MED,OTCQB,0.0412,-0.8424,292519,Common Stock,USA,Florida,"60,816,407",3790 - Miscellaneous Transportation Equipment
KATX,KAT EXPLORATION INC,Pink Current,0.0025,4.1667,5874799,Common Stock,USA,Texas,"4,485,678",1000 - Metal Mining
MFON,MOBIVITY HOLDINGS CORP,OTCQB,0.975,1.2461,1100,Common Stock,USA,Arizona,"58,169,850",7372 - Prepackaged software
DDDX,3DX INDUSTRIES INC,Pink Current,0.0425,6.25,12225,Common Stock,USA,Washington,"4,174,155",3399 - Primary metal products
PDGO,PARADIGM OIL & GAS INC,Pink Current,0.0004,-11.1111,555555,Common Stock,USA,New York,"788,600","6719 - Holding companies, misc"
ETER,ENTERRA CORPORATION,Pink Current,0.0711,,0,Common Stock,USA,New York,"6,777,507",1000 - Metal Mining
BMTM,BRIGHT MOUNTAIN MEDIA INC,OTCQB,0.45,,0,Common Stock,USA,Florida,"67,834,949",7371 - Custom computer programming services
RTON,RIGHT ON BRANDS INC,Pink Current,0.0006,20.0,2587749,Common Stock,USA,Texas,"3,555,721",7374 - Data processing and preparation
CIPI,CORRELATE INFRSTRCTR PTRS,OTCQB,1.65,,3,Common Stock,USA,Louisiana,"57,568,368",4931 - Electric and other services combined
COWI,CARBONMETA TECHS INC,Pink Current,0.0003,-25.0,35547448,Common Stock,USA,Washington,"5,693,366",3624 - Carbon and graphite products
PJET,PRIORITY AVIATION INC,Pink Current,0.0015,-3.2258,2330099,Common Stock,USA,Texas,"1,470,228",.
ALKM,ALKAME HOLDINGS INC,Pink Current,0.0004,0.0,864690,Common Stock,USA,Nevada,"3,458,555",.
ILIM,IL2M INTERNATIONAL CORP,Pink Current,0.0013,0.0,280000,Common Stock,USA,California,"8,723,880",.
UATG,UMBRA APPLIED TECHS GROUP,Pink Current,0.0043,16.2162,354295,Common Stock,USA,Florida,"4,300,000",.
DENI,DENALI BANCORP INC,Pink Current,13.25,,0,Common Stock,USA,Alaska,"38,155,442",.
SVAD,SILVERTON ADVENTURES INC,Pink Current,0.0006,0.0,10000,Common Stock,Hong Kong,,"6,034,495",.
HBRM,HERBORIUM GROUP INC,Pink Current,0.0003,50.0,11085235,Common Stock,USA,Texas,"2,957,991",.
PXHI,PHONEX HOLDINGS INC,Pink Current,0.91,-1.087,21071,Common Stock,USA,New York,"36,046,515",.
SAPX,SEVEN ARTS ENTMT INC,Pink Current,0.0015,0.0,400000,Common Stock,USA,Georgia,"2,337,666",7812 - Motion picture and video production
APTY,APT SYSTEMS INC,Pink Current,0.00155,-8.8235,2651044,Common Stock,USA,California,"3,814,645",8742 - Management consulting services
HGYN,HONG YUAN HLDG GROUP,OTCQB,0.037,5.7143,12015,Common Stock,China,,"2,761,708",2821 - Plastics materials and resins
WHSI,WEARABLE HEALTH SOLUTIONS,Pink Current,0.0093,-9.7087,4096490,Common Stock,USA,California,"13,983,411","3669 - Communications equipment, misc"
ABIT,ATHENA BITCOIN GLOBAL,Pink Current,0.59,7.2727,22580,Common Stock,USA,Illinois,"2,415,731,132",6099 - Functions related to deposit banking
CATI,CLONE ALGO TECHS INC,Pink Current,0.51,,0,Common Stock,USA,California,"48,988,356",7200 - Services-Personal Services
EXHI,EXLITES HOLDINGS INTL INC,Pink Current,0.34,,0,Common Stock,USA,Florida,"149,260,864",5047 - Medical and hospital equipment
VGID,V GROUP INC,Pink Current,0.0005,0.0,4920700,Common Stock,USA,California,"1,891,909",2080 - Beverages
TRXA,TREX ACQUISITION CORP,Pink Current,0.6,,0,Common Stock,USA,Florida,"11,744,371","7389 - Business services, misc"
RASP,RASNA THERAPEUTICS INC,Pink Current,0.0122,,0,Common Stock,USA,New York,"2,195,748",2834 - Pharmaceutical preparations
CQCQ,MAKINGORG INC,Pink Current,0.75,,0,Common Stock,USA,California,"26,655,000","3751 - Motorcycles, bicycles, and parts"
MOBO,MOBILE LADS CORP,Pink Current,0.0051,,0,Common Stock,Canada,Ontario,"1,917,574",2834 - Pharmaceutical preparations
PRKI,PERK INTERNATIONAL INC,Pink Current,0.008,,0,Common Stock,USA,Arizona,"1,938,568",.
LEAI,LEGACY EDUCATION ALLIANCE,OTCQB,0.1674,0.2395,6651,Common Stock,USA,Florida,"6,339,052",.
AQUI,AQUAGOLD INTL INC,Pink Current,0.201,0.0,200,Common Stock,USA,California,"11,393,560",.
VMTG,VICTOR MINING INDUSTRY GP,Pink Current,1.6,,0,Common Stock,Australia,New South Wales,"2,816,497,528",1400 - Mining & Quarrying of Nonmetallic Minerals (No Fuels)
FCGD,FIRST COLOMBIA GLD CORP,Pink Current,0.0003,0.0,3532499,Common Stock,USA,Michigan,"2,934,400",1040 - Gold and Silver Ores
HWIS,HOME BANCORP WISCONSIN,Pink Current,26.5,,0,Common Stock,USA,Wisconsin,"35,780,380","6036 - Savings institutions, except federal"
EWRC,EWORLD COMPANIES INC,Pink Current,0.0069,15.0,189016,Common Stock,USA,California,"76,047,094",7371 - Custom computer programming services
MRES,INSTITUTE OF BIOMED RESH,Pink Current,0.0251,-8.7273,185354,Common Stock,Montenegro,,"24,115,805",8071 - Medical laboratories
TPIA,MYCOTOPIA THERAPIES INC,Pink Current,0.370525,-25.895,1403,Common Stock,USA,Florida,"5,392,729","5141 - Groceries, general line"
FOMC,FOMO CORP,Pink Current,0.0005,0.0,25828414,Common Stock,USA,Illinois,"4,285,094","6799 - Investors, misc"
SSET,STARSTREAM ENTMT INC,Pink Current,0.0063,34.0426,21733,Common Stock,USA,Florida,"882,064","7389 - Business services, misc"
ZDPY,ZONED PROPERTIES INC,OTCQB,0.6299,3.4319,300,Common Stock,USA,Arizona,"7,685,755",6512 - Nonresidential building operators
HVCW,HARRISON VICKERS&WATERMEL,Pink Current,0.0008,0.0,156662999,Common Stock,USA,California,"5,251,871",5810 - Retail-Eating & Drinking Places
HLOC,HELO CORP,Pink Current,1.5,,0,Common Stock,USA,California,"130,070,433",3571 - Electronic computers
NLBS,NUTRALIFE BIOSCIENCES INC,Pink Current,0.061,-12.8571,90200,Common Stock,USA,Florida,"10,848,417",2020 - Dairy Products
PRPI,PERPETUAL INDS INC,Pink Current,0.08,-46.6667,12500,Common Stock,USA,Indiana,"6,512,120",3590 - Misc Industrial & Commercial Machinery & Equipment
TRBK,TRADITIONS BANCORP INC,Pink Current,21.5,,0,Common Stock,USA,Pennsylvania,"60,519,598",6022 - State commercial banks
BOXS,BOXSCORE BRANDS INC,Pink Current,0.0138,-17.8571,476902,Common Stock,USA,Nevada,"5,320,851",5960 - Retail-Nonstore Retailers
GLFH,GALENFEHA INC,Pink Current,0.035,-12.5,3500,Common Stock,USA,Florida,"2,933,899",8711 - Engineering services
GTOR,GGTOOR INC,Pink Current,0.0143,7.5188,405511,Common Stock,USA,Georgia,"3,436,163",6500 - Real Estate
TGEN,TECOGEN INC,OTCQX U.S.,0.9995,5.2105,5590,Common Stock,USA,Massachusetts,"24,837,721",3585 - Refrigeration and heating equipment
KBRS,KBS REAL EST INVST TR II,Pink Current,1.2,,0,Common Stock,USA,California,"221,961,282",6798 - Real estate investment trusts
CAPV,CABO VERDE CAPITAL INC,Pink Current,0.085,9.5361,17000,Common Stock,USA,Nevada,"35,313,390","1522 - Residential construction, misc"
SKYI,SKY CENTURY INVESTMENT,Pink Current,0.0119,-7.5369,750,Common Stock,USA,Nevada,"1,249,769",8741 - Management services
FZMD,FUSE MEDICAL INC,Pink Current,0.1515,,0,Common Stock,USA,Texas,"11,043,713",5047 - Medical and hospital equipment
CLIS,CLICKSTREAM CORP,Pink Current,0.011,-4.3478,125558,Common Stock,USA,California,"3,935,147",7374 - Data processing and preparation
MLFB,MAJOR LEAGUE FOOTBALL INC,Pink Current,0.0013,-7.1429,9585438,Common Stock,USA,Florida,"1,044,773",7900 - Services-Amusement & Recreation Services
